18428423;The Children of Gavrilek;Julie Kirton Chandler;/book/show/18428423-the-children-of-gavrilek;3.91;94;2013
33507;Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6);Jules Verne;/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea;3.88;185744;2002
15790894;Fortune's Pawn (Paradox #1);Rachel Bach;/book/show/15790894-fortune-s-pawn;3.95;12037;2013
30007846;Sphynx: The Story of the Star People (How I Spent My Summer Vacation, #2);Thomas C. Gallo;/book/show/30007846-sphynx;4.60;5;2016
776212;Tuf Voyaging;George R.R. Martin;/book/show/776212.Tuf_Voyaging;4.10;9057;2004
59924;The Lathe of Heaven;Ursula K. Le Guin;/book/show/59924.The_Lathe_of_Heaven;4.11;47916;2003
12979337;The Darkest Gate (Descent, #2);S.M. Reine;/book/show/12979337-the-darkest-gate;3.96;2283;2012
59921;The Telling (Hainish Cycle #8);Ursula K. Le Guin;/book/show/59921.The_Telling;3.91;5521;2003
27814055;The Cold Dead;E.E. Winston IV;/book/show/27814055-the-cold-dead;4.20;5;2016
40363;The Martian Race (Adventures of Viktor & Julia, #1);Gregory Benford;/book/show/40363.The_Martian_Race;3.72;836;2001
217833;The Peacekeepers (Star Trek: The Next Generation, #2);Gene DeWeese;/book/show/217833.The_Peacekeepers;3.30;1209;1990
7679;The Terminal Man;Michael Crichton;/book/show/7679.The_Terminal_Man;3.36;23587;2002
217869;Gulliver's Fugitives (Star Trek Next Generation #11);Keith Sharee;/book/show/217869.Gulliver_s_Fugitives;3.32;989;1990
7672;Congo;Michael Crichton;/book/show/7672.Congo;3.59;151479;2003
28524971;Kevätuhrit (Kevätuhrit, #1);K.K. Alongi;/book/show/28524971-kev-tuhrit;3.57;141;2016
7670;The Andromeda Strain (Andromeda, #1);Michael Crichton;/book/show/7670.The_Andromeda_Strain;3.89;212327;2003
299758;The Citadel of the Autarch (The Book of the New Sun, #4);Gene Wolfe;/book/show/299758.The_Citadel_of_the_Autarch;4.21;6447;1983
20256;Doctor Who: Spiral Scratch;Gary Russell;/book/show/20256.Doctor_Who;3.45;106;2005
1208701;Tower of Dreams;Jamil Nasir;/book/show/1208701.Tower_of_Dreams;3.69;49;1999
1400134;A Transatlantic Tunnel, Hurrah!;Harry Harrison;/book/show/1400134.A_Transatlantic_Tunnel_Hurrah_;3.47;604;2000
218565;Ascendancies: The Best of Bruce Sterling;Bruce Sterling;/book/show/218565.Ascendancies;4.07;174;2007
175319;Methuselah's Children;Robert A. Heinlein;/book/show/175319.Methuselah_s_Children;4.00;18363;1986
32758901;All Systems Red (The Murderbot Diaries, #1);Martha Wells;/book/show/32758901-all-systems-red;4.16;50745;2017
2519384;Sapphire And Steel;P.J. Hammond;/book/show/2519384.Sapphire_And_Steel;3.95;37;1979
775507;Han Solo's Revenge (Star Wars: The Han Solo Adventures, #2);Brian Daley;/book/show/775507.Han_Solo_s_Revenge;3.52;2574;1979
29581;Foundation and Empire (Foundation #2);Isaac Asimov;/book/show/29581.Foundation_and_Empire;4.22;143975;2004
29580;Second Foundation (Foundation #3);Isaac Asimov;/book/show/29580.Second_Foundation;4.26;133991;2004
18216196;Reason;Isaac Asimov;/book/show/18216196-reason;3.97;153;1941
29582;Foundation and Earth (Foundation #5);Isaac Asimov;/book/show/29582.Foundation_and_Earth;4.05;52466;2004
384579;Non-Stop;Brian W. Aldiss;/book/show/384579.Non_Stop;3.87;5346;2005
25659668;The Light of the Eldari (Flower of the Universe #1);T.F.G. Wallis;/book/show/25659668-the-light-of-the-eldari;4.67;6;2017
889427;More Tales of Pirx the Pilot;Stanisław Lem;/book/show/889427.More_Tales_of_Pirx_the_Pilot;4.27;747;1983
22998490;Jackers (Warstrider #3);William H. Keith Jr.;/book/show/22998490-jackers;3.87;440;2014
6831950;The Omega Factor;Jack Gerson;/book/show/6831950-the-omega-factor;3.52;44;1979
583286;The Complete Stories of Theodore Sturgeon, Volume VI: Baby Is Three;Theodore Sturgeon;/book/show/583286.The_Complete_Stories_of_Theodore_Sturgeon_Volume_VI;4.30;153;1999
18111679;Steel Beneath the Skin (Aneka Jansen, #1);Niall Teasdale;/book/show/18111679-steel-beneath-the-skin;3.75;1413;2013
28695;City of Golden Shadow (Otherland, #1);Tad Williams;/book/show/28695.City_of_Golden_Shadow;3.91;23775;1998
1251054;The Colour Out of Space and others;H.P. Lovecraft;/book/show/1251054.The_Colour_Out_of_Space_and_others;4.19;4414;1982
50091;The Complete Robot (Robot #0.3);Isaac Asimov;/book/show/50091.The_Complete_Robot;4.36;13377;1995
36268476;A Throne for an Alien (Beta-Earth Chronicles #4);Wesley Britton;/book/show/36268476-a-throne-for-an-alien;4.77;13;
4703581;The City & the City;China Miéville;/book/show/4703581-the-city-the-city;3.92;49055;2009
36268472;When War Returns (Beta-Earth Chronicles #3);Wesley Britton;/book/show/36268472-when-war-returns;4.71;14;
491889;Pilgrimage: The Book of the People;Zenna Henderson;/book/show/491889.Pilgrimage;4.33;1370;1987
25927603;The Siege of LX-925 (Freedom Reigns, #1);J.J. Mainor;/book/show/25927603-the-siege-of-lx-925;2.40;5;2015
12678461;Amped;Daniel H. Wilson;/book/show/12678461-amped;3.47;8015;2012
3105047;The Best of Isaac Asimov 1939-1949;Isaac Asimov;/book/show/3105047-the-best-of-isaac-asimov-1939-1949;3.86;50;1975
8273044;Toys;James Patterson;/book/show/8273044-toys;3.37;11766;2011
1814961;Driven (Northern Waste, #1);Eve Kenin;/book/show/1814961.Driven;3.66;1831;2007
23265621;The Great Cold Distance;Annah Moore;/book/show/23265621-the-great-cold-distance;5.00;5.00 avg rating — 1 rating;2014
4511169;Обитаемый остров;Arkady Strugatsky;/book/show/4511169;4.26;4752;2008
1406553;The Facts in the Case of M. Valdemar;Edgar Allan Poe;/book/show/1406553.The_Facts_in_the_Case_of_M_Valdemar;3.76;2393;2004
9260376;Who Fears Death;Nnedi Okorafor;/book/show/9260376-who-fears-death;3.96;16473;2010
1490714;Cities of the Red Night;William S. Burroughs;/book/show/1490714.Cities_of_the_Red_Night;3.77;4403;1995
1590647;Alliance Space (Company Wars #2)(The Era of Rapprochement #2);C.J. Cherryh;/book/show/1590647.Alliance_Space_Company_Wars_2_;4.24;389;2008
17833943;Welcome to the Darkness (Darkness Trilogy, #1);L.M. Justus;/book/show/17833943-welcome-to-the-darkness;3.45;168;2013
73654;Logan's Run;William F. Nolan;/book/show/73654.Logan_s_Run;3.66;9884;1976
15981711;The Lives of Tao (Tao, #1);Wesley Chu;/book/show/15981711-the-lives-of-tao;3.74;7759;2013
19546572;El Salto Cuántico;Carlos Daniel Marchio;/book/show/19546572-el-salto-cu-ntico;3.76;34;2013
664642;Stardoc (Stardoc, #1);S.L. Viehl;/book/show/664642.Stardoc;3.80;3697;2000
18157869;Children of Time (Time Patrol Nancy Laplante, #3);Michel  Poulin;/book/show/18157869-children-of-time;4.50;18;2013
22698602;Zero (The Orbit Series #1);J.S. Collyer;/book/show/22698602-zero;4.06;88;2014
3052838;Silent Running;Harlan Thompson;/book/show/3052838-silent-running;3.33;42;1972
15704459;Firefight (The Reckoners, #2);Brandon Sanderson;/book/show/15704459-firefight;4.28;75719;2015
47323;The Fatal Eggs;Mikhail Bulgakov;/book/show/47323.The_Fatal_Eggs;3.79;6979;2005
28957352;This Way to the End Times: Classic Tales of the Apocalypse;Robert Silverberg;/book/show/28957352-this-way-to-the-end-times;3.46;94;2016
9265453;Embassytown;China Miéville;/book/show/9265453-embassytown;3.88;25388;2011
262356;The Drowned World;J.G. Ballard;/book/show/262356.The_Drowned_World;3.48;13219;1999
696167;Science Fiction: A Historical Anthology;Eric S. Rabkin;/book/show/696167.Science_Fiction;3.85;99;1983
7886338;The Lifecycle of Software Objects;Ted Chiang;/book/show/7886338-the-lifecycle-of-software-objects;3.92;4571;2010
52209386;Galaxy Pirates;Tamuna Tsertsvadze;/book/show/52209386-galaxy-pirates;4.56;9;2019
